run,n,side,neuron,energy,dom_dim,dom_k,e_dom,single,alpha_refl,r1
D59_MLP_seed1,59,y,75,372.97080930459646,2,19,0.9962503344317413,True,0.9992313164049378,0.9999995152841832
D59_MLP_seed1,59,y,76,335.16318523608675,2,19,0.9903608430641362,True,0.9975931748058431,0.9999980404109743
D59_MLP_seed1,59,y,77,154.72350983566696,2,7,0.962035581251687,True,0.9928805069672544,0.9999665701185613
D59_MLP_seed1,59,y,78,425.7674818257063,2,20,0.9859097359625167,True,0.9991279429751249,0.9999653703797546
D59_MLP_seed1,59,y,79,319.89010205401763,2,14,0.9750303380360625,True,0.9982991031667208,0.9999986336006587
D59_MLP_seed1,59,y,80,174.98569650508017,2,14,0.9756398796563045,True,0.9981986185204079,0.9999988862794624
D59_MLP_seed1,59,y,81,475.78540581235586,2,19,0.9960441668673348,True,0.9990906398308639,0.9999995910655214
D59_MLP_seed1,59,y,82,841.0802421480996,2,6,0.9941901772359694,True,0.9992094886847204,0.9999927297116789
D59_MLP_seed1,59,y,83,835.809889204488,2,6,0.9929816271818521,True,0.9986654630639629,0.9999633680069705
D59_MLP_seed1,59,y,84,849.8269815219103,2,6,0.9936835077781102,True,0.9990116839060335,0.9999917386293441
D59_MLP_seed1,59,y,85,677.6948065699938,2,3,0.9897387839127895,True,0.9984790507137479,0.9999985514619958
D59_MLP_seed1,59,y,86,583.3087623262792,2,8,0.9921642668639852,True,0.9989485147625473,0.9999995320738172
D59_MLP_seed1,59,y,87,832.550909132353,2,6,0.9934582344962867,True,0.9987932884938501,0.9999597146949448
D59_MLP_seed1,59,y,88,669.428178211484,2,15,0.9950604455566967,True,0.9974115202927339,0.9999999873505542
D59_MLP_seed1,59,y,89,817.8983282270108,2,6,0.9940721796699781,True,0.9990872226951628,0.9999913831098421
D59_MLP_seed1,59,y,90,437.06175093384473,2,14,0.9757618075703868,True,0.9983769641228283,0.9999995059813126
D59_MLP_seed1,59,y,91,648.5476478404122,2,3,0.9906075393688516,True,0.9991858498227596,0.9999982509834394
D59_MLP_seed1,59,y,92,664.2526382785595,2,3,0.9904995152599361,True,0.9986021931931106,0.9999982332775726
D59_MLP_seed1,59,y,93,329.04285220078555,2,8,0.9880927796733499,True,0.9983655946082644,0.9999804224191565
D59_MLP_seed1,59,y,94,443.81831765495855,2,15,0.9920877019698715,True,0.998420145412698,0.9999989134090567
D59_MLP_seed1,59,y,95,633.1911670839403,2,8,0.9915564225532322,True,0.9994718446484345,0.9999999185151227
D59_MLP_seed1,59,y,96,438.23173445556887,2,6,0.9918338549125765,True,0.9986172009148852,0.9999948562232499
D59_MLP_seed1,59,y,97,830.2278670850161,2,15,0.9897868686969963,True,0.9979775797762952,0.9999722966047233
D59_MLP_seed1,59,y,98,657.2155569619775,2,8,0.9918690583105654,True,0.9984847891672537,0.9999926152588964
D59_MLP_seed1,59,y,99,605.4443261833324,2,15,0.9907823679411447,True,0.9978529186313875,0.9999969701129839
D59_MLP_seed1,59,y,100,475.1461489335274,2,19,0.9942346158215276,True,0.9983602089976774,0.9999992861926609
D59_MLP_seed1,59,y,101,590.7959421527435,2,15,0.9946586244915299,True,0.9980064814508761,0.99999974150134
D59_MLP_seed1,59,y,102,422.7373473019558,2,19,0.9938697029135521,True,0.9978487839214035,0.9999964668158208
D59_MLP_seed1,59,y,103,340.55498014377616,2,14,0.9710407080825053,True,0.9967312595606188,0.9999974740531
D59_MLP_seed1,59,y,104,679.8569318564728,2,3,0.9901729669341277,True,0.9980761803713927,0.9999986387616477
D59_MLP_seed1,59,y,105,0.005456998263426941,2,19,0.9921343310293793,True,0.997828416336593,0.9999999148958176
D59_MLP_seed1,59,y,106,519.9378966823942,2,8,0.9913347430024106,True,0.9989166805634838,0.9999994675454597
D59_MLP_seed1,59,y,107,426.22292448913345,2,20,0.9860483271346748,True,0.9991844505997408,0.9999646710318939
